domain,q_id,k,item_or_fact_id,answer_group,status,total_required_parts,hit_parts,missing_part_ids,approved_gold_candidate_chunk_ids,missing_gold_candidate_chunk_ids,retrieved_top_k_chunk_ids,relevant_document_wrong_chunk,first_relevant_rank_below_k,failure_types
evidence,Q04,10,E03,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""e11153b1bfb5ab46""],""P02"":[""d9d340e3f0b87b61""]}","{""P01"":[""e11153b1bfb5ab46""],""P02"":[""d9d340e3f0b87b61""]}","[""425bd254a5669805"",""45a5725154e605c2"",""4ceda6fb7adf725c"",""80291f95394ec8c3"",""d432b3e48d9c75ba"",""e46a120e10645352"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""ac0a08ee348ebfd2""]",True,,correct_document_wrong_chunk
evidence,Q04,10,E04,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""eb8e6342e4c6b718""],""P02"":[""83f118467efc5728""]}","{""P01"":[""eb8e6342e4c6b718""],""P02"":[""83f118467efc5728""]}","[""425bd254a5669805"",""45a5725154e605c2"",""4ceda6fb7adf725c"",""80291f95394ec8c3"",""d432b3e48d9c75ba"",""e46a120e10645352"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""ac0a08ee348ebfd2""]",True,32,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q04,10,E05,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""eb8e6342e4c6b718""],""P02"":[""83f118467efc5728""]}","{""P01"":[""eb8e6342e4c6b718""],""P02"":[""83f118467efc5728""]}","[""425bd254a5669805"",""45a5725154e605c2"",""4ceda6fb7adf725c"",""80291f95394ec8c3"",""d432b3e48d9c75ba"",""e46a120e10645352"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""ac0a08ee348ebfd2""]",True,32,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,C1,,missed,1,0,"[""P01""]","{""P01"":[""6e776edb42ae8862""]}","{""P01"":[""6e776edb42ae8862""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,34,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,C2,,missed,1,0,"[""P01""]","{""P01"":[""0092947ac4b1ebc2""]}","{""P01"":[""0092947ac4b1ebc2""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,26,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,C3,,missed,1,0,"[""P01""]","{""P01"":[""71f3e27f3268315d""]}","{""P01"":[""71f3e27f3268315d""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,20,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,P1,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""174356ea1cdddbb4""],""P02"":[""79ddd90f5c73467d""]}","{""P01"":[""174356ea1cdddbb4""],""P02"":[""79ddd90f5c73467d""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,17,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,P2,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""174356ea1cdddbb4""],""P02"":[""79ddd90f5c73467d""]}","{""P01"":[""174356ea1cdddbb4""],""P02"":[""79ddd90f5c73467d""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,17,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,P3,,missed,1,0,"[""P01""]","{""P01"":[""a35a2f866d18fd19""]}","{""P01"":[""a35a2f866d18fd19""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",False,21,relevant_chunk_below_k
evidence,Q05,10,X1,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""79ddd90f5c73467d""],""P02"":[""6e776edb42ae8862""]}","{""P01"":[""79ddd90f5c73467d""],""P02"":[""6e776edb42ae8862""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,34,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,X10,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""66a2dbe9fa036e7f""],""P02"":[""6e776edb42ae8862""]}","{""P01"":[""66a2dbe9fa036e7f""],""P02"":[""6e776edb42ae8862""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,34,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,X2,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""79ddd90f5c73467d""],""P02"":[""6e776edb42ae8862""]}","{""P01"":[""79ddd90f5c73467d""],""P02"":[""6e776edb42ae8862""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,34,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,X3,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""a35a2f866d18fd19""],""P02"":[""e19520eac6dfcec3""]}","{""P01"":[""a35a2f866d18fd19""],""P02"":[""e19520eac6dfcec3""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,21,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,X4,,missed,3,0,"[""P01"",""P02"",""P03""]","{""P01"":[""6e776edb42ae8862""],""P02"":[""79ddd90f5c73467d""],""P03"":[""66a2dbe9fa036e7f""]}","{""P01"":[""6e776edb42ae8862""],""P02"":[""79ddd90f5c73467d""],""P03"":[""66a2dbe9fa036e7f""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,34,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,X5,,missed,3,0,"[""P01"",""P02"",""P03""]","{""P01"":[""3e9b386d72ec488d""],""P02"":[""6e776edb42ae8862""],""P03"":[""66a2dbe9fa036e7f""]}","{""P01"":[""3e9b386d72ec488d""],""P02"":[""6e776edb42ae8862""],""P03"":[""66a2dbe9fa036e7f""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,25,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,X6,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""6c13ce758c15dc53""],""P02"":[""b0d90e24d2027e75""]}","{""P01"":[""6c13ce758c15dc53""],""P02"":[""b0d90e24d2027e75""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,12,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,X7,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""7ea9625cd7a3f6d5""],""P02"":[""76d790d50854bb98""]}","{""P01"":[""7ea9625cd7a3f6d5""],""P02"":[""76d790d50854bb98""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,,correct_document_wrong_chunk
evidence,Q05,10,X8,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""82260536b27408ff""],""P02"":[""3e9b386d72ec488d""]}","{""P01"":[""82260536b27408ff""],""P02"":[""3e9b386d72ec488d""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,25,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,X9,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""3e9b386d72ec488d""],""P02"":[""6e776edb42ae8862""]}","{""P01"":[""3e9b386d72ec488d""],""P02"":[""6e776edb42ae8862""]}","[""c2dd3127ada7a30d"",""e11153b1bfb5ab46"",""568c3a9a7151aea4"",""45a5725154e605c2"",""16763b2d9e5f94c0"",""7f297a05181105c0"",""caa9b1c10daca156"",""80291f95394ec8c3"",""ac0a08ee348ebfd2"",""e46a120e10645352""]",True,25,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q07,10,E02,,missed,1,0,"[""P01""]","{""P01"":[""b448abd2fe322a29""]}","{""P01"":[""b448abd2fe322a29""]}","[""4b168a2331d5092a"",""ac434f4abb73b840"",""2766fe681d182071"",""a8e515879b50c710"",""075fc641aa34013f"",""b1311a1c0dbd54a2"",""cd43ad63db9cabc4"",""62160d28d70f7a80"",""e5efb84cd87d6e58"",""07ecc4022cc8d60d""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E03,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""2d9496c49d2f3337""],""P02"":[""b3408b8474c51e96""]}","{""P01"":[""2d9496c49d2f3337""],""P02"":[""b3408b8474c51e96""]}","[""4b168a2331d5092a"",""ac434f4abb73b840"",""2766fe681d182071"",""a8e515879b50c710"",""075fc641aa34013f"",""b1311a1c0dbd54a2"",""cd43ad63db9cabc4"",""62160d28d70f7a80"",""e5efb84cd87d6e58"",""07ecc4022cc8d60d""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E04,,partial,2,1,"[""P02""]","{""P01"":[""cd43ad63db9cabc4""],""P02"":[""f0db369c68121f7b""]}","{""P02"":[""f0db369c68121f7b""]}","[""4b168a2331d5092a"",""ac434f4abb73b840"",""2766fe681d182071"",""a8e515879b50c710"",""075fc641aa34013f"",""b1311a1c0dbd54a2"",""cd43ad63db9cabc4"",""62160d28d70f7a80"",""e5efb84cd87d6e58"",""07ecc4022cc8d60d""]",True,,multi_part_partial_hit;correct_document_wrong_chunk
evidence,Q07,10,E06,,missed,1,0,"[""P01""]","{""P01"":[""20b1aac4959d3bba""]}","{""P01"":[""20b1aac4959d3bba""]}","[""4b168a2331d5092a"",""ac434f4abb73b840"",""2766fe681d182071"",""a8e515879b50c710"",""075fc641aa34013f"",""b1311a1c0dbd54a2"",""cd43ad63db9cabc4"",""62160d28d70f7a80"",""e5efb84cd87d6e58"",""07ecc4022cc8d60d""]",True,22,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q07,10,E07,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""b3408b8474c51e96""],""P02"":[""2d9496c49d2f3337""]}","{""P01"":[""b3408b8474c51e96""],""P02"":[""2d9496c49d2f3337""]}","[""4b168a2331d5092a"",""ac434f4abb73b840"",""2766fe681d182071"",""a8e515879b50c710"",""075fc641aa34013f"",""b1311a1c0dbd54a2"",""cd43ad63db9cabc4"",""62160d28d70f7a80"",""e5efb84cd87d6e58"",""07ecc4022cc8d60d""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E08,,missed,1,0,"[""P01""]","{""P01"":[""b3408b8474c51e96""]}","{""P01"":[""b3408b8474c51e96""]}","[""4b168a2331d5092a"",""ac434f4abb73b840"",""2766fe681d182071"",""a8e515879b50c710"",""075fc641aa34013f"",""b1311a1c0dbd54a2"",""cd43ad63db9cabc4"",""62160d28d70f7a80"",""e5efb84cd87d6e58"",""07ecc4022cc8d60d""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E09,,missed,1,0,"[""P01""]","{""P01"":[""b3408b8474c51e96""]}","{""P01"":[""b3408b8474c51e96""]}","[""4b168a2331d5092a"",""ac434f4abb73b840"",""2766fe681d182071"",""a8e515879b50c710"",""075fc641aa34013f"",""b1311a1c0dbd54a2"",""cd43ad63db9cabc4"",""62160d28d70f7a80"",""e5efb84cd87d6e58"",""07ecc4022cc8d60d""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E10,,missed,1,0,"[""P01""]","{""P01"":[""3b71f81f22a8aa92""]}","{""P01"":[""3b71f81f22a8aa92""]}","[""4b168a2331d5092a"",""ac434f4abb73b840"",""2766fe681d182071"",""a8e515879b50c710"",""075fc641aa34013f"",""b1311a1c0dbd54a2"",""cd43ad63db9cabc4"",""62160d28d70f7a80"",""e5efb84cd87d6e58"",""07ecc4022cc8d60d""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E11,,missed,1,0,"[""P01""]","{""P01"":[""2fb4339dafbbf91b""]}","{""P01"":[""2fb4339dafbbf91b""]}","[""4b168a2331d5092a"",""ac434f4abb73b840"",""2766fe681d182071"",""a8e515879b50c710"",""075fc641aa34013f"",""b1311a1c0dbd54a2"",""cd43ad63db9cabc4"",""62160d28d70f7a80"",""e5efb84cd87d6e58"",""07ecc4022cc8d60d""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E12,,missed,1,0,"[""P01""]","{""P01"":[""bff202eff88457f6""]}","{""P01"":[""bff202eff88457f6""]}","[""4b168a2331d5092a"",""ac434f4abb73b840"",""2766fe681d182071"",""a8e515879b50c710"",""075fc641aa34013f"",""b1311a1c0dbd54a2"",""cd43ad63db9cabc4"",""62160d28d70f7a80"",""e5efb84cd87d6e58"",""07ecc4022cc8d60d""]",True,,correct_document_wrong_chunk
evidence,Q09,10,E01,,partial,2,1,"[""P01""]","{""P01"":[""232489ee23a22d73""],""P02"":[""a48e6b83a0ab404c""]}","{""P01"":[""232489ee23a22d73""]}","[""425bd254a5669805"",""337edb735648a4b3"",""8c776f12b68236bb"",""4b168a2331d5092a"",""4ceda6fb7adf725c"",""d062ea62c0c7a087"",""99bd2722c02694b6"",""d432b3e48d9c75ba"",""ef5d743734a10e13"",""a48e6b83a0ab404c""]",True,26,multi_part_partial_hit;relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q09,10,E03,,partial,2,1,"[""P01""]","{""P01"":[""183df7b014300817""],""P02"":[""4b168a2331d5092a""]}","{""P01"":[""183df7b014300817""]}","[""425bd254a5669805"",""337edb735648a4b3"",""8c776f12b68236bb"",""4b168a2331d5092a"",""4ceda6fb7adf725c"",""d062ea62c0c7a087"",""99bd2722c02694b6"",""d432b3e48d9c75ba"",""ef5d743734a10e13"",""a48e6b83a0ab404c""]",True,,multi_part_partial_hit;correct_document_wrong_chunk
evidence,Q09,10,E05,,partial,2,1,"[""P01""]","{""P01"":[""183df7b014300817""],""P02"":[""ef5d743734a10e13""]}","{""P01"":[""183df7b014300817""]}","[""425bd254a5669805"",""337edb735648a4b3"",""8c776f12b68236bb"",""4b168a2331d5092a"",""4ceda6fb7adf725c"",""d062ea62c0c7a087"",""99bd2722c02694b6"",""d432b3e48d9c75ba"",""ef5d743734a10e13"",""a48e6b83a0ab404c""]",True,,multi_part_partial_hit;correct_document_wrong_chunk
evidence,Q09,10,E06,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""3601d950af0768d8""],""P02"":[""e66d582266f6268b""]}","{""P01"":[""3601d950af0768d8""],""P02"":[""e66d582266f6268b""]}","[""425bd254a5669805"",""337edb735648a4b3"",""8c776f12b68236bb"",""4b168a2331d5092a"",""4ceda6fb7adf725c"",""d062ea62c0c7a087"",""99bd2722c02694b6"",""d432b3e48d9c75ba"",""ef5d743734a10e13"",""a48e6b83a0ab404c""]",True,50,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q09,10,E07,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""dc7657fbb8f5ad36""],""P02"":[""6a448a47ec4c8d9f""]}","{""P01"":[""dc7657fbb8f5ad36""],""P02"":[""6a448a47ec4c8d9f""]}","[""425bd254a5669805"",""337edb735648a4b3"",""8c776f12b68236bb"",""4b168a2331d5092a"",""4ceda6fb7adf725c"",""d062ea62c0c7a087"",""99bd2722c02694b6"",""d432b3e48d9c75ba"",""ef5d743734a10e13"",""a48e6b83a0ab404c""]",True,,correct_document_wrong_chunk
evidence,Q09,10,E08,,partial,2,1,"[""P02""]","{""P01"":[""d062ea62c0c7a087""],""P02"":[""00788debeba7afea""]}","{""P02"":[""00788debeba7afea""]}","[""425bd254a5669805"",""337edb735648a4b3"",""8c776f12b68236bb"",""4b168a2331d5092a"",""4ceda6fb7adf725c"",""d062ea62c0c7a087"",""99bd2722c02694b6"",""d432b3e48d9c75ba"",""ef5d743734a10e13"",""a48e6b83a0ab404c""]",True,32,multi_part_partial_hit;relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q09,10,E09,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""8dc1bd40bdabd348""],""P02"":[""00788debeba7afea""]}","{""P01"":[""8dc1bd40bdabd348""],""P02"":[""00788debeba7afea""]}","[""425bd254a5669805"",""337edb735648a4b3"",""8c776f12b68236bb"",""4b168a2331d5092a"",""4ceda6fb7adf725c"",""d062ea62c0c7a087"",""99bd2722c02694b6"",""d432b3e48d9c75ba"",""ef5d743734a10e13"",""a48e6b83a0ab404c""]",True,32,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q09,10,E10,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""87c5a0b0a6d21544""],""P02"":[""fd1263442d78bebb""]}","{""P01"":[""87c5a0b0a6d21544""],""P02"":[""fd1263442d78bebb""]}","[""425bd254a5669805"",""337edb735648a4b3"",""8c776f12b68236bb"",""4b168a2331d5092a"",""4ceda6fb7adf725c"",""d062ea62c0c7a087"",""99bd2722c02694b6"",""d432b3e48d9c75ba"",""ef5d743734a10e13"",""a48e6b83a0ab404c""]",True,,correct_document_wrong_chunk
evidence,Q10,10,C2,,missed,1,0,"[""P01""]","{""P01"":[""0d90ceeeffa01abc""]}","{""P01"":[""0d90ceeeffa01abc""]}","[""2766fe681d182071"",""a8e515879b50c710"",""ac434f4abb73b840"",""cd43ad63db9cabc4"",""e5efb84cd87d6e58"",""6793b711b7fa258c"",""f96694178c466a1f"",""6728f968c69afa22"",""20b1aac4959d3bba"",""4b168a2331d5092a""]",True,,correct_document_wrong_chunk
evidence,Q10,10,C3,,missed,1,0,"[""P01""]","{""P01"":[""0d90ceeeffa01abc""]}","{""P01"":[""0d90ceeeffa01abc""]}","[""2766fe681d182071"",""a8e515879b50c710"",""ac434f4abb73b840"",""cd43ad63db9cabc4"",""e5efb84cd87d6e58"",""6793b711b7fa258c"",""f96694178c466a1f"",""6728f968c69afa22"",""20b1aac4959d3bba"",""4b168a2331d5092a""]",True,,correct_document_wrong_chunk
evidence,Q10,10,C4,,missed,1,0,"[""P01""]","{""P01"":[""10b5f2f74c4f4541""]}","{""P01"":[""10b5f2f74c4f4541""]}","[""2766fe681d182071"",""a8e515879b50c710"",""ac434f4abb73b840"",""cd43ad63db9cabc4"",""e5efb84cd87d6e58"",""6793b711b7fa258c"",""f96694178c466a1f"",""6728f968c69afa22"",""20b1aac4959d3bba"",""4b168a2331d5092a""]",True,,correct_document_wrong_chunk
evidence,Q10,10,C5,,missed,1,0,"[""P01""]","{""P01"":[""10b5f2f74c4f4541""]}","{""P01"":[""10b5f2f74c4f4541""]}","[""2766fe681d182071"",""a8e515879b50c710"",""ac434f4abb73b840"",""cd43ad63db9cabc4"",""e5efb84cd87d6e58"",""6793b711b7fa258c"",""f96694178c466a1f"",""6728f968c69afa22"",""20b1aac4959d3bba"",""4b168a2331d5092a""]",True,,correct_document_wrong_chunk
evidence,Q10,10,C7,,partial,2,1,"[""P01""]","{""P01"":[""9e312392c4bfa410""],""P02"":[""4b168a2331d5092a""]}","{""P01"":[""9e312392c4bfa410""]}","[""2766fe681d182071"",""a8e515879b50c710"",""ac434f4abb73b840"",""cd43ad63db9cabc4"",""e5efb84cd87d6e58"",""6793b711b7fa258c"",""f96694178c466a1f"",""6728f968c69afa22"",""20b1aac4959d3bba"",""4b168a2331d5092a""]",True,28,multi_part_partial_hit;relevant_chunk_below_k;correct_document_wrong_chunk
