scope,domain,q_id,k,metric,bm25_v0.1,embedding_v0.1,hybrid_v0.1,reranker_v0.1,hybrid_minus_bm25,hybrid_minus_embedding,reranker_minus_bm25,reranker_minus_embedding,reranker_minus_hybrid
aggregate,evidence,,10,all_parts_rate,0.106194690265,0.088495575221,0.106194690265,0.159292035398,0.0,0.017699115044,0.053097345133,0.070796460177,0.053097345133
aggregate,evidence,,10,benchmark_weighted_strict_score,0.121276595745,0.097872340426,0.134042553191,0.159574468085,0.012765957446,0.036170212765,0.03829787234,0.061702127659,0.025531914894
aggregate,evidence,,10,weighted_partial_coverage,0.179787234043,0.139361702128,0.191489361702,0.246808510638,0.011702127659,0.052127659574,0.067021276595,0.10744680851,0.055319148936
aggregate,evidence,,10,core_recall,0.142857142857,0.122448979592,0.183673469388,0.142857142857,0.040816326531,0.061224489796,0.0,0.020408163265,-0.040816326531
aggregate,evidence,,20,part_recall,0.192307692308,0.192307692308,0.213675213675,0.25641025641,0.021367521367,0.021367521367,0.064102564102,0.064102564102,0.042735042735
aggregate,evidence,,20,item_coverage,0.205309734513,0.188053097345,0.263274336283,0.278761061947,0.05796460177,0.075221238938,0.073451327434,0.090707964602,0.015486725664
aggregate,evidence,,20,all_parts_rate,0.159292035398,0.115044247788,0.203539823009,0.176991150442,0.044247787611,0.088495575221,0.017699115044,0.061946902654,-0.026548672567
aggregate,evidence,,20,benchmark_weighted_strict_score,0.185106382979,0.123404255319,0.242553191489,0.178723404255,0.05744680851,0.11914893617,-0.006382978724,0.055319148936,-0.063829787234
aggregate,evidence,,20,weighted_partial_coverage,0.23585106383,0.202127659574,0.295478723404,0.289095744681,0.059627659574,0.09335106383,0.053244680851,0.086968085107,-0.006382978723
aggregate,evidence,,20,core_recall,0.224489795918,0.142857142857,0.30612244898,0.163265306122,0.081632653062,0.163265306123,-0.061224489796,0.020408163265,-0.142857142858
aggregate,evidence,,50,part_recall,0.358974358974,0.435897435897,0.431623931624,0.482905982906,0.07264957265,-0.004273504273,0.123931623932,0.047008547009,0.051282051282
aggregate,evidence,,50,item_coverage,0.400294985251,0.429203539823,0.449410029499,0.47994100295,0.049115044248,0.020206489676,0.079646017699,0.050737463127,0.030530973451
aggregate,evidence,,50,all_parts_rate,0.283185840708,0.318584070796,0.345132743363,0.327433628319,0.061946902655,0.026548672567,0.044247787611,0.008849557523,-0.017699115044
aggregate,evidence,,50,benchmark_weighted_strict_score,0.31914893617,0.336170212766,0.372340425532,0.340425531915,0.053191489362,0.036170212766,0.021276595745,0.004255319149,-0.031914893617
aggregate,evidence,,50,weighted_partial_coverage,0.432872340426,0.446542553191,0.482127659574,0.494308510638,0.049255319148,0.035585106383,0.061436170212,0.047765957447,0.012180851064
aggregate,evidence,,50,core_recall,0.367346938776,0.367346938776,0.408163265306,0.34693877551,0.04081632653,0.04081632653,-0.020408163266,-0.020408163266,-0.061224489796
aggregate,numeric,,1,strict_fact_coverage,0.090909090909,0.0,0.0,0.181818181818,-0.090909090909,0.0,0.090909090909,0.181818181818,0.181818181818
aggregate,numeric,,1,group_coverage,0.111111111111,0.0,0.0,0.222222222222,-0.111111111111,0.0,0.111111111111,0.222222222222,0.222222222222
aggregate,numeric,,1,strict_multi_input_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aggregate,numeric,,1,complete_question_rate,0.166666666667,0.0,0.0,0.166666666667,-0.166666666667,0.0,0.0,0.166666666667,0.166666666667
aggregate,numeric,,1,mean_input_coverage,0.204545454545,0.0,0.090909090909,0.272727272727,-0.113636363636,0.090909090909,0.068181818182,0.272727272727,0.181818181818
aggregate,numeric,,3,strict_fact_coverage,0.272727272727,0.0,0.272727272727,0.363636363636,0.0,0.272727272727,0.090909090909,0.363636363636,0.090909090909
aggregate,numeric,,3,group_coverage,0.333333333333,0.0,0.333333333333,0.444444444444,0.0,0.333333333333,0.111111111111,0.444444444444,0.111111111111
aggregate,numeric,,3,strict_multi_input_rate,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.4
aggregate,numeric,,3,complete_question_rate,0.333333333333,0.0,0.333333333333,0.333333333333,0.0,0.333333333333,0.0,0.333333333333,0.0
aggregate,numeric,,3,mean_input_coverage,0.386363636364,0.0,0.386363636364,0.363636363636,0.0,0.386363636364,-0.022727272728,0.363636363636,-0.022727272728
aggregate,numeric,,5,strict_fact_coverage,0.454545454545,0.0,0.272727272727,0.454545454545,-0.181818181818,0.272727272727,0.0,0.454545454545,0.181818181818
aggregate,numeric,,5,group_coverage,0.555555555556,0.0,0.333333333333,0.555555555556,-0.222222222223,0.333333333333,0.0,0.555555555556,0.222222222223
aggregate,numeric,,5,strict_multi_input_rate,0.4,0.0,0.0,0.4,-0.4,0.0,0.0,0.4,0.4
aggregate,numeric,,5,complete_question_rate,0.5,0.0,0.333333333333,0.5,-0.166666666667,0.333333333333,0.0,0.5,0.166666666667
aggregate,numeric,,5,mean_input_coverage,0.477272727273,0.045454545455,0.386363636364,0.477272727273,-0.090909090909,0.340909090909,0.0,0.431818181818,0.090909090909
aggregate,numeric,,10,strict_fact_coverage,0.727272727273,0.090909090909,0.818181818182,0.454545454545,0.090909090909,0.727272727273,-0.272727272728,0.363636363636,-0.363636363637
aggregate,numeric,,10,group_coverage,0.777777777778,0.111111111111,0.888888888889,0.555555555556,0.111111111111,0.777777777778,-0.222222222222,0.444444444445,-0.333333333333
aggregate,numeric,,10,strict_multi_input_rate,0.6,0.0,0.6,0.4,0.0,0.6,-0.2,0.4,-0.2
aggregate,numeric,,10,complete_question_rate,0.666666666667,0.166666666667,0.833333333333,0.5,0.166666666666,0.666666666666,-0.166666666667,0.333333333333,-0.333333333333
aggregate,numeric,,10,mean_input_coverage,0.75,0.25,0.886363636364,0.568181818182,0.136363636364,0.636363636364,-0.181818181818,0.318181818182,-0.318181818182
aggregate,numeric,,20,strict_fact_coverage,0.818181818182,0.272727272727,0.818181818182,0.545454545455,0.0,0.545454545455,-0.272727272727,0.272727272728,-0.272727272727
aggregate,numeric,,20,group_coverage,0.888888888889,0.333333333333,0.888888888889,0.666666666667,0.0,0.555555555556,-0.222222222222,0.333333333334,-0.222222222222
aggregate,numeric,,20,strict_multi_input_rate,0.6,0.0,0.6,0.4,0.0,0.6,-0.2,0.4,-0.2
aggregate,numeric,,20,complete_question_rate,0.833333333333,0.333333333333,0.833333333333,0.666666666667,0.0,0.5,-0.166666666666,0.333333333334,-0.166666666666
aggregate,numeric,,20,mean_input_coverage,0.886363636364,0.431818181818,0.886363636364,0.659090909091,0.0,0.454545454546,-0.227272727273,0.227272727273,-0.227272727273
aggregate,numeric,,50,strict_fact_coverage,0.818181818182,0.636363636364,0.818181818182,0.818181818182,0.0,0.181818181818,0.0,0.181818181818,0.0
aggregate,numeric,,50,group_coverage,0.888888888889,0.666666666667,0.888888888889,0.888888888889,0.0,0.222222222222,0.0,0.222222222222,0.0
aggregate,numeric,,50,strict_multi_input_rate,0.6,0.2,0.6,0.6,0.0,0.4,0.0,0.4,0.0
aggregate,numeric,,50,complete_question_rate,0.833333333333,0.666666666667,0.833333333333,0.833333333333,0.0,0.166666666666,0.0,0.166666666666,0.0
aggregate,numeric,,50,mean_input_coverage,0.931818181818,0.795454545455,0.886363636364,0.931818181818,-0.045454545454,0.090909090909,0.0,0.136363636363,0.045454545454
per_question,evidence,Q02,1,part_recall,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.166666666667,0.166666666667,0.166666666667
per_question,evidence,Q02,1,item_coverage,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.111111111111,0.111111111111,0.111111111111
per_question,evidence,Q02,1,all_parts_rate,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.111111111111,0.111111111111,0.111111111111
per_question,evidence,Q02,1,benchmark_weighted_strict_score,0.0,0.0,0.0,0.088235294118,0.0,0.0,0.088235294118,0.088235294118,0.088235294118
per_question,evidence,Q02,1,weighted_partial_coverage,0.0,0.0,0.0,0.088235294118,0.0,0.0,0.088235294118,0.088235294118,0.088235294118
per_question,evidence,Q02,1,core_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q02,3,part_recall,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.166666666667,0.166666666667,0.166666666667
per_question,evidence,Q02,3,item_coverage,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.111111111111,0.111111111111,0.111111111111
per_question,evidence,Q02,3,all_parts_rate,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.111111111111,0.111111111111,0.111111111111
per_question,evidence,Q02,3,benchmark_weighted_strict_score,0.0,0.0,0.0,0.088235294118,0.0,0.0,0.088235294118,0.088235294118,0.088235294118
per_question,evidence,Q02,3,weighted_partial_coverage,0.0,0.0,0.0,0.088235294118,0.0,0.0,0.088235294118,0.088235294118,0.088235294118
per_question,evidence,Q02,3,core_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q02,5,part_recall,0.333333333333,0.0,0.25,0.333333333333,-0.083333333333,0.25,0.0,0.333333333333,0.083333333333
per_question,evidence,Q02,5,item_coverage,0.333333333333,0.0,0.222222222222,0.222222222222,-0.111111111111,0.222222222222,-0.111111111111,0.222222222222,0.0
per_question,evidence,Q02,5,all_parts_rate,0.222222222222,0.0,0.222222222222,0.111111111111,0.0,0.222222222222,-0.111111111111,0.111111111111,-0.111111111111
per_question,evidence,Q02,5,benchmark_weighted_strict_score,0.264705882353,0.0,0.176470588235,0.088235294118,-0.088235294118,0.176470588235,-0.176470588235,0.088235294118,-0.088235294117
per_question,evidence,Q02,5,weighted_partial_coverage,0.441176470588,0.0,0.176470588235,0.264705882353,-0.264705882353,0.176470588235,-0.176470588235,0.264705882353,0.088235294118
per_question,evidence,Q02,5,core_recall,0.333333333333,0.0,0.0,0.0,-0.333333333333,0.0,-0.333333333333,0.0,0.0
per_question,evidence,Q02,10,part_recall,0.333333333333,0.083333333333,0.416666666667,0.5,0.083333333334,0.333333333334,0.166666666667,0.416666666667,0.083333333333
per_question,evidence,Q02,10,item_coverage,0.333333333333,0.111111111111,0.333333333333,0.444444444444,0.0,0.222222222222,0.111111111111,0.333333333333,0.111111111111
per_question,evidence,Q02,10,all_parts_rate,0.222222222222,0.111111111111,0.222222222222,0.333333333333,0.0,0.111111111111,0.111111111111,0.222222222222,0.111111111111
per_question,evidence,Q02,10,benchmark_weighted_strict_score,0.264705882353,0.088235294118,0.176470588235,0.264705882353,-0.088235294118,0.088235294117,0.0,0.176470588235,0.088235294118
per_question,evidence,Q02,10,weighted_partial_coverage,0.441176470588,0.088235294118,0.352941176471,0.441176470588,-0.088235294117,0.264705882353,0.0,0.35294117647,0.088235294117
per_question,evidence,Q02,10,core_recall,0.333333333333,0.0,0.0,0.0,-0.333333333333,0.0,-0.333333333333,0.0,0.0
per_question,evidence,Q02,20,part_recall,0.666666666667,0.416666666667,0.916666666667,0.583333333333,0.25,0.5,-0.083333333334,0.166666666666,-0.333333333334
per_question,evidence,Q02,20,item_coverage,0.555555555556,0.333333333333,0.888888888889,0.555555555556,0.333333333333,0.555555555556,0.0,0.222222222223,-0.333333333333
per_question,evidence,Q02,20,all_parts_rate,0.555555555556,0.222222222222,0.888888888889,0.444444444444,0.333333333333,0.666666666667,-0.111111111112,0.222222222222,-0.444444444445
per_question,evidence,Q02,20,benchmark_weighted_strict_score,0.705882352941,0.176470588235,0.970588235294,0.352941176471,0.264705882353,0.794117647059,-0.35294117647,0.176470588236,-0.617647058823
per_question,evidence,Q02,20,weighted_partial_coverage,0.705882352941,0.352941176471,0.970588235294,0.529411764706,0.264705882353,0.617647058823,-0.176470588235,0.176470588235,-0.441176470588
per_question,evidence,Q02,20,core_recall,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,-1.0
per_question,evidence,Q02,50,part_recall,0.916666666667,0.916666666667,0.916666666667,0.916666666667,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q02,50,item_coverage,0.888888888889,0.888888888889,0.888888888889,0.888888888889,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q02,50,all_parts_rate,0.888888888889,0.888888888889,0.888888888889,0.888888888889,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q02,50,benchmark_weighted_strict_score,0.970588235294,0.970588235294,0.970588235294,0.970588235294,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q02,50,weighted_partial_coverage,0.970588235294,0.970588235294,0.970588235294,0.970588235294,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q02,50,core_recall,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,1,part_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,1,item_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,1,all_parts_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,1,benchmark_weighted_strict_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,1,weighted_partial_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,1,core_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,3,part_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,3,item_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,3,all_parts_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,3,benchmark_weighted_strict_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,3,weighted_partial_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,3,core_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,5,part_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,5,item_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,5,all_parts_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,5,benchmark_weighted_strict_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,5,weighted_partial_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,5,core_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,10,part_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,10,item_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,10,all_parts_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,10,benchmark_weighted_strict_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,10,weighted_partial_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,10,core_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,20,part_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,20,item_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,20,all_parts_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,20,benchmark_weighted_strict_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,20,weighted_partial_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,20,core_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,50,part_recall,0.0,0.2,0.0,0.2,0.0,-0.2,0.2,0.0,0.2
per_question,evidence,Q04,50,item_coverage,0.0,0.2,0.0,0.2,0.0,-0.2,0.2,0.0,0.2
per_question,evidence,Q04,50,all_parts_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,50,benchmark_weighted_strict_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q04,50,weighted_partial_coverage,0.0,0.125,0.0,0.125,0.0,-0.125,0.125,0.0,0.125
per_question,evidence,Q04,50,core_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,1,part_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,1,item_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,1,all_parts_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,1,benchmark_weighted_strict_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,1,weighted_partial_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,1,core_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,3,part_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,3,item_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,3,all_parts_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,3,benchmark_weighted_strict_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,3,weighted_partial_coverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,3,core_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,5,part_recall,0.166666666667,0.0,0.1,0.133333333333,-0.066666666667,0.1,-0.033333333334,0.133333333333,0.033333333333
per_question,evidence,Q05,5,item_coverage,0.145833333333,0.0,0.09375,0.15625,-0.052083333333,0.09375,0.010416666667,0.15625,0.0625
per_question,evidence,Q05,5,all_parts_rate,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.0625
per_question,evidence,Q05,5,benchmark_weighted_strict_score,0.0,0.0,0.0,0.045454545455,0.0,0.0,0.045454545455,0.045454545455,0.045454545455
per_question,evidence,Q05,5,weighted_partial_coverage,0.212121212121,0.0,0.113636363636,0.159090909091,-0.098484848485,0.113636363636,-0.05303030303,0.159090909091,0.045454545455
per_question,evidence,Q05,5,core_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_question,evidence,Q05,10,part_recall,0.4,0.0,0.5,0.233333333333,0.1,0.5,-0.166666666667,0.233333333333,-0.266666666667
per_question,evidence,Q05,10,item_coverage,0.375,0.0,0.46875,0.28125,0.09375,0.46875,-0.09375,0.28125,-0.1875
per_question,evidence,Q05,10,all_parts_rate,0.1875,0.0,0.3125,0.1875,0.125,0.3125,0.0,0.1875,-0.125
per_question,evidence,Q05,10,benchmark_weighted_strict_score,0.272727272727,0.0,0.454545454545,0.136363636364,0.181818181818,0.454545454545,-0.136363636363,0.136363636364,-0.318181818181
per_question,evidence,Q05,10,weighted_partial_coverage,0.484848484849,0.0,0.598484848485,0.25,0.113636363636,0.598484848485,-0.234848484849,0.25,-0.348484848485
per_question,evidence,Q05,10,core_recall,0.5,0.0,0.833333333333,0.0,0.333333333333,0.833333333333,-0.5,0.0,-0.833333333333
per_question,evidence,Q05,20,part_recall,0.533333333333,0.133333333333,0.6,0.233333333333,0.066666666667,0.466666666667,-0.3,0.1,-0.366666666667
per_question,evidence,Q05,20,item_coverage,0.5,0.15625,0.625,0.28125,0.125,0.46875,-0.21875,0.125,-0.34375
per_question,evidence,Q05,20,all_parts_rate,0.375,0.0625,0.4375,0.1875,0.0625,0.375,-0.1875,0.125,-0.25
per_question,evidence,Q05,20,benchmark_weighted_strict_score,0.5,0.045454545455,0.545454545455,0.136363636364,0.045454545455,0.5,-0.363636363636,0.090909090909,-0.409090909091
per_question,evidence,Q05,20,weighted_partial_coverage,0.621212121212,0.159090909091,0.712121212121,0.25,0.090909090909,0.55303030303,-0.371212121212,0.090909090909,-0.462121212121
per_question,evidence,Q05,20,core_recall,0.833333333333,0.0,0.833333333333,0.0,0.0,0.833333333333,-0.833333333333,0.0,-0.833333333333
per_question,evidence,Q05,50,part_recall,0.666666666667,0.833333333333,0.8,0.766666666667,0.133333333333,-0.033333333333,0.1,-0.066666666666,-0.033333333333
per_question,evidence,Q05,50,item_coverage,0.6875,0.84375,0.833333333333,0.770833333333,0.145833333333,-0.010416666667,0.083333333333,-0.072916666667,-0.0625
per_question,evidence,Q05,50,all_parts_rate,0.5,0.75,0.6875,0.625,0.1875,-0.0625,0.125,-0.125,-0.0625
per_question,evidence,Q05,50,benchmark_weighted_strict_score,0.590909090909,0.818181818182,0.727272727273,0.681818181818,0.136363636364,-0.090909090909,0.090909090909,-0.136363636364,-0.045454545455
per_question,evidence,Q05,50,weighted_partial_coverage,0.757575757576,0.886363636364,0.863636363636,0.818181818182,0.10606060606,-0.022727272728,0.060606060606,-0.068181818182,-0.045454545454
per_question,evidence,Q05,50,core_recall,0.833333333333,1.0,0.833333333333,0.833333333333,0.0,-0.166666666667,0.0,-0.166666666667,0.0
per_question,evidence,Q07,1,part_recall,0.066666666667,0.0,0.066666666667,0.133333333333,0.0,0.066666666667,0.066666666666,0.133333333333,0.066666666666
per_question,evidence,Q07,1,item_coverage,0.083333333333,0.0,0.083333333333,0.125,0.0,0.083333333333,0.041666666667,0.125,0.041666666667
per_question,evidence,Q07,1,all_parts_rate,0.083333333333,0.0,0.083333333333,0.083333333333,0.0,0.083333333333,0.0,0.083333333333,0.0
per_question,evidence,Q07,1,benchmark_weighted_strict_score,0.122448979592,0.0,0.122448979592,0.122448979592,0.0,0.122448979592,0.0,0.122448979592,0.0
per_question,evidence,Q07,1,weighted_partial_coverage,0.122448979592,0.0,0.122448979592,0.15306122449,0.0,0.122448979592,0.030612244898,0.15306122449,0.030612244898
per_question,evidence,Q07,1,core_recall,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0
per_question,evidence,Q07,3,part_recall,0.133333333333,0.0,0.066666666667,0.2,-0.066666666666,0.066666666667,0.066666666667,0.2,0.133333333333
per_question,evidence,Q07,3,item_coverage,0.166666666667,0.0,0.083333333333,0.208333333333,-0.083333333334,0.083333333333,0.041666666666,0.208333333333,0.125
per_question,evidence,Q07,3,all_parts_rate,0.166666666667,0.0,0.083333333333,0.166666666667,-0.083333333334,0.083333333333,0.0,0.166666666667,0.083333333334
per_question,evidence,Q07,3,benchmark_weighted_strict_score,0.244897959184,0.0,0.122448979592,0.244897959184,-0.122448979592,0.122448979592,0.0,0.244897959184,0.122448979592
per_question,evidence,Q07,3,weighted_partial_coverage,0.244897959184,0.0,0.122448979592,0.275510204082,-0.122448979592,0.122448979592,0.030612244898,0.275510204082,0.15306122449
per_question,evidence,Q07,3,core_recall,0.4,0.0,0.2,0.4,-0.2,0.2,0.0,0.4,0.2
per_question,evidence,Q07,5,part_recall,0.133333333333,0.066666666667,0.066666666667,0.266666666667,-0.066666666666,0.0,0.133333333334,0.2,0.2
per_question,evidence,Q07,5,item_coverage,0.166666666667,0.083333333333,0.083333333333,0.291666666667,-0.083333333334,0.0,0.125,0.208333333334,0.208333333334
per_question,evidence,Q07,5,all_parts_rate,0.166666666667,0.083333333333,0.083333333333,0.25,-0.083333333334,0.0,0.083333333333,0.166666666667,0.166666666667
per_question,evidence,Q07,5,benchmark_weighted_strict_score,0.244897959184,0.122448979592,0.122448979592,0.367346938776,-0.122448979592,0.0,0.122448979592,0.244897959184,0.244897959184
per_question,evidence,Q07,5,weighted_partial_coverage,0.244897959184,0.122448979592,0.122448979592,0.397959183673,-0.122448979592,0.0,0.153061224489,0.275510204081,0.275510204081
