domain,q_id,k,item_or_fact_id,answer_group,status,total_required_parts,hit_parts,missing_part_ids,approved_gold_candidate_chunk_ids,missing_gold_candidate_chunk_ids,retrieved_top_k_chunk_ids,relevant_document_wrong_chunk,first_relevant_rank_below_k,failure_types
evidence,Q05,10,X7,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""7ea9625cd7a3f6d5""],""P02"":[""76d790d50854bb98""]}","{""P01"":[""7ea9625cd7a3f6d5""],""P02"":[""76d790d50854bb98""]}","[""513ec1bcd5f5b923"",""fc8eed03351b9373"",""4929725c07822755"",""a35a2f866d18fd19"",""174356ea1cdddbb4"",""6c13ce758c15dc53"",""c940e45164b9682b"",""b0d90e24d2027e75"",""0092947ac4b1ebc2"",""15da0eb8b1a8d6f4""]",True,,correct_document_wrong_chunk
evidence,Q05,10,X8,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""82260536b27408ff""],""P02"":[""3e9b386d72ec488d""]}","{""P01"":[""82260536b27408ff""],""P02"":[""3e9b386d72ec488d""]}","[""513ec1bcd5f5b923"",""fc8eed03351b9373"",""4929725c07822755"",""a35a2f866d18fd19"",""174356ea1cdddbb4"",""6c13ce758c15dc53"",""c940e45164b9682b"",""b0d90e24d2027e75"",""0092947ac4b1ebc2"",""15da0eb8b1a8d6f4""]",True,32,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q05,10,X9,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""3e9b386d72ec488d""],""P02"":[""6e776edb42ae8862""]}","{""P01"":[""3e9b386d72ec488d""],""P02"":[""6e776edb42ae8862""]}","[""513ec1bcd5f5b923"",""fc8eed03351b9373"",""4929725c07822755"",""a35a2f866d18fd19"",""174356ea1cdddbb4"",""6c13ce758c15dc53"",""c940e45164b9682b"",""b0d90e24d2027e75"",""0092947ac4b1ebc2"",""15da0eb8b1a8d6f4""]",True,32,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q07,10,E02,,missed,1,0,"[""P01""]","{""P01"":[""b448abd2fe322a29""]}","{""P01"":[""b448abd2fe322a29""]}","[""cd43ad63db9cabc4"",""20b1aac4959d3bba"",""6728f968c69afa22"",""2766fe681d182071"",""a8e515879b50c710"",""e5efb84cd87d6e58"",""2a394b51d2dd3216"",""8c776f12b68236bb"",""f96694178c466a1f"",""6793b711b7fa258c""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E03,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""2d9496c49d2f3337""],""P02"":[""b3408b8474c51e96""]}","{""P01"":[""2d9496c49d2f3337""],""P02"":[""b3408b8474c51e96""]}","[""cd43ad63db9cabc4"",""20b1aac4959d3bba"",""6728f968c69afa22"",""2766fe681d182071"",""a8e515879b50c710"",""e5efb84cd87d6e58"",""2a394b51d2dd3216"",""8c776f12b68236bb"",""f96694178c466a1f"",""6793b711b7fa258c""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E04,,partial,2,1,"[""P02""]","{""P01"":[""cd43ad63db9cabc4""],""P02"":[""f0db369c68121f7b""]}","{""P02"":[""f0db369c68121f7b""]}","[""cd43ad63db9cabc4"",""20b1aac4959d3bba"",""6728f968c69afa22"",""2766fe681d182071"",""a8e515879b50c710"",""e5efb84cd87d6e58"",""2a394b51d2dd3216"",""8c776f12b68236bb"",""f96694178c466a1f"",""6793b711b7fa258c""]",True,,multi_part_partial_hit;correct_document_wrong_chunk
evidence,Q07,10,E07,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""b3408b8474c51e96""],""P02"":[""2d9496c49d2f3337""]}","{""P01"":[""b3408b8474c51e96""],""P02"":[""2d9496c49d2f3337""]}","[""cd43ad63db9cabc4"",""20b1aac4959d3bba"",""6728f968c69afa22"",""2766fe681d182071"",""a8e515879b50c710"",""e5efb84cd87d6e58"",""2a394b51d2dd3216"",""8c776f12b68236bb"",""f96694178c466a1f"",""6793b711b7fa258c""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E08,,missed,1,0,"[""P01""]","{""P01"":[""b3408b8474c51e96""]}","{""P01"":[""b3408b8474c51e96""]}","[""cd43ad63db9cabc4"",""20b1aac4959d3bba"",""6728f968c69afa22"",""2766fe681d182071"",""a8e515879b50c710"",""e5efb84cd87d6e58"",""2a394b51d2dd3216"",""8c776f12b68236bb"",""f96694178c466a1f"",""6793b711b7fa258c""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E09,,missed,1,0,"[""P01""]","{""P01"":[""b3408b8474c51e96""]}","{""P01"":[""b3408b8474c51e96""]}","[""cd43ad63db9cabc4"",""20b1aac4959d3bba"",""6728f968c69afa22"",""2766fe681d182071"",""a8e515879b50c710"",""e5efb84cd87d6e58"",""2a394b51d2dd3216"",""8c776f12b68236bb"",""f96694178c466a1f"",""6793b711b7fa258c""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E10,,missed,1,0,"[""P01""]","{""P01"":[""3b71f81f22a8aa92""]}","{""P01"":[""3b71f81f22a8aa92""]}","[""cd43ad63db9cabc4"",""20b1aac4959d3bba"",""6728f968c69afa22"",""2766fe681d182071"",""a8e515879b50c710"",""e5efb84cd87d6e58"",""2a394b51d2dd3216"",""8c776f12b68236bb"",""f96694178c466a1f"",""6793b711b7fa258c""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E11,,missed,1,0,"[""P01""]","{""P01"":[""2fb4339dafbbf91b""]}","{""P01"":[""2fb4339dafbbf91b""]}","[""cd43ad63db9cabc4"",""20b1aac4959d3bba"",""6728f968c69afa22"",""2766fe681d182071"",""a8e515879b50c710"",""e5efb84cd87d6e58"",""2a394b51d2dd3216"",""8c776f12b68236bb"",""f96694178c466a1f"",""6793b711b7fa258c""]",True,,correct_document_wrong_chunk
evidence,Q07,10,E12,,missed,1,0,"[""P01""]","{""P01"":[""bff202eff88457f6""]}","{""P01"":[""bff202eff88457f6""]}","[""cd43ad63db9cabc4"",""20b1aac4959d3bba"",""6728f968c69afa22"",""2766fe681d182071"",""a8e515879b50c710"",""e5efb84cd87d6e58"",""2a394b51d2dd3216"",""8c776f12b68236bb"",""f96694178c466a1f"",""6793b711b7fa258c""]",True,,correct_document_wrong_chunk
evidence,Q09,10,E01,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""232489ee23a22d73""],""P02"":[""a48e6b83a0ab404c""]}","{""P01"":[""232489ee23a22d73""],""P02"":[""a48e6b83a0ab404c""]}","[""8c776f12b68236bb"",""337edb735648a4b3"",""cd43ad63db9cabc4"",""d54cf101d7728fe8"",""deb29d10c488d62f"",""a70b8c1ea6cf1072"",""14a099c112459c2a"",""4e4e88aa017de379"",""e47fb30a1e35f94e"",""15da0eb8b1a8d6f4""]",True,35,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q09,10,E02,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""d062ea62c0c7a087""],""P02"":[""4b168a2331d5092a""]}","{""P01"":[""d062ea62c0c7a087""],""P02"":[""4b168a2331d5092a""]}","[""8c776f12b68236bb"",""337edb735648a4b3"",""cd43ad63db9cabc4"",""d54cf101d7728fe8"",""deb29d10c488d62f"",""a70b8c1ea6cf1072"",""14a099c112459c2a"",""4e4e88aa017de379"",""e47fb30a1e35f94e"",""15da0eb8b1a8d6f4""]",True,18,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q09,10,E03,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""183df7b014300817""],""P02"":[""4b168a2331d5092a""]}","{""P01"":[""183df7b014300817""],""P02"":[""4b168a2331d5092a""]}","[""8c776f12b68236bb"",""337edb735648a4b3"",""cd43ad63db9cabc4"",""d54cf101d7728fe8"",""deb29d10c488d62f"",""a70b8c1ea6cf1072"",""14a099c112459c2a"",""4e4e88aa017de379"",""e47fb30a1e35f94e"",""15da0eb8b1a8d6f4""]",True,,correct_document_wrong_chunk
evidence,Q09,10,E04,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""d062ea62c0c7a087""],""P02"":[""4b168a2331d5092a""]}","{""P01"":[""d062ea62c0c7a087""],""P02"":[""4b168a2331d5092a""]}","[""8c776f12b68236bb"",""337edb735648a4b3"",""cd43ad63db9cabc4"",""d54cf101d7728fe8"",""deb29d10c488d62f"",""a70b8c1ea6cf1072"",""14a099c112459c2a"",""4e4e88aa017de379"",""e47fb30a1e35f94e"",""15da0eb8b1a8d6f4""]",True,18,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q09,10,E05,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""183df7b014300817""],""P02"":[""ef5d743734a10e13""]}","{""P01"":[""183df7b014300817""],""P02"":[""ef5d743734a10e13""]}","[""8c776f12b68236bb"",""337edb735648a4b3"",""cd43ad63db9cabc4"",""d54cf101d7728fe8"",""deb29d10c488d62f"",""a70b8c1ea6cf1072"",""14a099c112459c2a"",""4e4e88aa017de379"",""e47fb30a1e35f94e"",""15da0eb8b1a8d6f4""]",True,,correct_document_wrong_chunk
evidence,Q09,10,E06,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""3601d950af0768d8""],""P02"":[""e66d582266f6268b""]}","{""P01"":[""3601d950af0768d8""],""P02"":[""e66d582266f6268b""]}","[""8c776f12b68236bb"",""337edb735648a4b3"",""cd43ad63db9cabc4"",""d54cf101d7728fe8"",""deb29d10c488d62f"",""a70b8c1ea6cf1072"",""14a099c112459c2a"",""4e4e88aa017de379"",""e47fb30a1e35f94e"",""15da0eb8b1a8d6f4""]",True,31,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q09,10,E07,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""dc7657fbb8f5ad36""],""P02"":[""6a448a47ec4c8d9f""]}","{""P01"":[""dc7657fbb8f5ad36""],""P02"":[""6a448a47ec4c8d9f""]}","[""8c776f12b68236bb"",""337edb735648a4b3"",""cd43ad63db9cabc4"",""d54cf101d7728fe8"",""deb29d10c488d62f"",""a70b8c1ea6cf1072"",""14a099c112459c2a"",""4e4e88aa017de379"",""e47fb30a1e35f94e"",""15da0eb8b1a8d6f4""]",True,,correct_document_wrong_chunk
evidence,Q09,10,E08,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""d062ea62c0c7a087""],""P02"":[""00788debeba7afea""]}","{""P01"":[""d062ea62c0c7a087""],""P02"":[""00788debeba7afea""]}","[""8c776f12b68236bb"",""337edb735648a4b3"",""cd43ad63db9cabc4"",""d54cf101d7728fe8"",""deb29d10c488d62f"",""a70b8c1ea6cf1072"",""14a099c112459c2a"",""4e4e88aa017de379"",""e47fb30a1e35f94e"",""15da0eb8b1a8d6f4""]",True,18,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q09,10,E09,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""8dc1bd40bdabd348""],""P02"":[""00788debeba7afea""]}","{""P01"":[""8dc1bd40bdabd348""],""P02"":[""00788debeba7afea""]}","[""8c776f12b68236bb"",""337edb735648a4b3"",""cd43ad63db9cabc4"",""d54cf101d7728fe8"",""deb29d10c488d62f"",""a70b8c1ea6cf1072"",""14a099c112459c2a"",""4e4e88aa017de379"",""e47fb30a1e35f94e"",""15da0eb8b1a8d6f4""]",True,39,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q09,10,E10,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""87c5a0b0a6d21544""],""P02"":[""fd1263442d78bebb""]}","{""P01"":[""87c5a0b0a6d21544""],""P02"":[""fd1263442d78bebb""]}","[""8c776f12b68236bb"",""337edb735648a4b3"",""cd43ad63db9cabc4"",""d54cf101d7728fe8"",""deb29d10c488d62f"",""a70b8c1ea6cf1072"",""14a099c112459c2a"",""4e4e88aa017de379"",""e47fb30a1e35f94e"",""15da0eb8b1a8d6f4""]",True,,correct_document_wrong_chunk
evidence,Q09,10,E11,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""d062ea62c0c7a087""],""P02"":[""4b168a2331d5092a""]}","{""P01"":[""d062ea62c0c7a087""],""P02"":[""4b168a2331d5092a""]}","[""8c776f12b68236bb"",""337edb735648a4b3"",""cd43ad63db9cabc4"",""d54cf101d7728fe8"",""deb29d10c488d62f"",""a70b8c1ea6cf1072"",""14a099c112459c2a"",""4e4e88aa017de379"",""e47fb30a1e35f94e"",""15da0eb8b1a8d6f4""]",True,18,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q10,10,C2,,missed,1,0,"[""P01""]","{""P01"":[""0d90ceeeffa01abc""]}","{""P01"":[""0d90ceeeffa01abc""]}","[""cd43ad63db9cabc4"",""8c776f12b68236bb"",""6793b711b7fa258c"",""e5efb84cd87d6e58"",""337edb735648a4b3"",""20b1aac4959d3bba"",""f96694178c466a1f"",""14a099c112459c2a"",""8065af740ccebfd5"",""6728f968c69afa22""]",True,,correct_document_wrong_chunk
evidence,Q10,10,C3,,missed,1,0,"[""P01""]","{""P01"":[""0d90ceeeffa01abc""]}","{""P01"":[""0d90ceeeffa01abc""]}","[""cd43ad63db9cabc4"",""8c776f12b68236bb"",""6793b711b7fa258c"",""e5efb84cd87d6e58"",""337edb735648a4b3"",""20b1aac4959d3bba"",""f96694178c466a1f"",""14a099c112459c2a"",""8065af740ccebfd5"",""6728f968c69afa22""]",True,,correct_document_wrong_chunk
evidence,Q10,10,C4,,missed,1,0,"[""P01""]","{""P01"":[""10b5f2f74c4f4541""]}","{""P01"":[""10b5f2f74c4f4541""]}","[""cd43ad63db9cabc4"",""8c776f12b68236bb"",""6793b711b7fa258c"",""e5efb84cd87d6e58"",""337edb735648a4b3"",""20b1aac4959d3bba"",""f96694178c466a1f"",""14a099c112459c2a"",""8065af740ccebfd5"",""6728f968c69afa22""]",True,,correct_document_wrong_chunk
evidence,Q10,10,C5,,missed,1,0,"[""P01""]","{""P01"":[""10b5f2f74c4f4541""]}","{""P01"":[""10b5f2f74c4f4541""]}","[""cd43ad63db9cabc4"",""8c776f12b68236bb"",""6793b711b7fa258c"",""e5efb84cd87d6e58"",""337edb735648a4b3"",""20b1aac4959d3bba"",""f96694178c466a1f"",""14a099c112459c2a"",""8065af740ccebfd5"",""6728f968c69afa22""]",True,,correct_document_wrong_chunk
evidence,Q10,10,C7,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""9e312392c4bfa410""],""P02"":[""4b168a2331d5092a""]}","{""P01"":[""9e312392c4bfa410""],""P02"":[""4b168a2331d5092a""]}","[""cd43ad63db9cabc4"",""8c776f12b68236bb"",""6793b711b7fa258c"",""e5efb84cd87d6e58"",""337edb735648a4b3"",""20b1aac4959d3bba"",""f96694178c466a1f"",""14a099c112459c2a"",""8065af740ccebfd5"",""6728f968c69afa22""]",True,27,relevant_chunk_below_k;correct_document_wrong_chunk
evidence,Q10,10,P2,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""b3408b8474c51e96""],""P02"":[""2d9496c49d2f3337""]}","{""P01"":[""b3408b8474c51e96""],""P02"":[""2d9496c49d2f3337""]}","[""cd43ad63db9cabc4"",""8c776f12b68236bb"",""6793b711b7fa258c"",""e5efb84cd87d6e58"",""337edb735648a4b3"",""20b1aac4959d3bba"",""f96694178c466a1f"",""14a099c112459c2a"",""8065af740ccebfd5"",""6728f968c69afa22""]",True,,correct_document_wrong_chunk
evidence,Q10,10,P3,,missed,1,0,"[""P01""]","{""P01"":[""f0db369c68121f7b""]}","{""P01"":[""f0db369c68121f7b""]}","[""cd43ad63db9cabc4"",""8c776f12b68236bb"",""6793b711b7fa258c"",""e5efb84cd87d6e58"",""337edb735648a4b3"",""20b1aac4959d3bba"",""f96694178c466a1f"",""14a099c112459c2a"",""8065af740ccebfd5"",""6728f968c69afa22""]",True,,correct_document_wrong_chunk
evidence,Q10,10,X2,,missed,2,0,"[""P01"",""P02""]","{""P01"":[""b448abd2fe322a29""],""P02"":[""0d90ceeeffa01abc""]}","{""P01"":[""b448abd2fe322a29""],""P02"":[""0d90ceeeffa01abc""]}","[""cd43ad63db9cabc4"",""8c776f12b68236bb"",""6793b711b7fa258c"",""e5efb84cd87d6e58"",""337edb735648a4b3"",""20b1aac4959d3bba"",""f96694178c466a1f"",""14a099c112459c2a"",""8065af740ccebfd5"",""6728f968c69afa22""]",True,,correct_document_wrong_chunk
